id_maquina,antiguedad_anios,uso_semanal_h,temperatura_op_c,material,planta,turno,lote,proveedor,requiere_inspeccion
MQ-0720,11.2,70.2,69.1,acero,Canelones,tarde,L-4,PR-03,1
MQ-0979,8.7,45.3,51.1,acero,Rivera,mañana,L-1,PR-02,1
MQ-0607,2.0,47.7,61.0,acero,Canelones,noche,L-1,PR-08,0
MQ-0693,14.8,66.8,47.4,polímero,Rivera,tarde,L-1,PR-03,0
MQ-0521,11.6,39.3,54.5,acero,Salto,mañana,L-6,PR-09,1
MQ-0866,11.6,44.1,61.8,aluminio,Canelones,mañana,L-5,PR-02,0
MQ-0381,14.9,44.4,57.2,acero,Paysandú,noche,L-6,PR-12,1
MQ-0411,7.3,46.2,61.6,acero,Canelones,tarde,L-6,PR-03,0
MQ-0635,2.3,50.6,56.8,acero,Canelones,tarde,L-6,PR-09,1
MQ-0370,12.5,26.4,41.6,acero,Paysandú,noche,L-1,PR-03,1
MQ-1073,10.5,38.9,57.8,acero,Canelones,mañana,L-2,PR-06,1
MQ-1087,5.9,56.2,56.3,polímero,Montevideo,mañana,L-2,PR-05,1
MQ-0428,16.3,45.7,60.2,acero,Salto,mañana,L-2,PR-05,1
MQ-0877,2.9,43.5,57.9,aluminio,Montevideo,tarde,L-4,PR-08,0
MQ-0079,5.6,48.4,49.6,aluminio,Montevideo,noche,L-2,PR-03,0
MQ-0863,6.3,30.1,55.5,aluminio,Salto,mañana,L-2,PR-09,0
MQ-0574,6.8,33.5,50.2,acero,Salto,tarde,L-1,PR-02,0
MQ-1181,9.4,70.3,50.0,aluminio,Montevideo,tarde,L-2,PR-03,1
MQ-0638,10.4,28.2,62.5,acero,Montevideo,mañana,L-2,PR-09,1
MQ-0608,9.7,72.8,53.4,aluminio,Rivera,mañana,L-5,PR-10,1
MQ-1058,2.1,18.5,52.0,polímero,Rivera,mañana,L-6,PR-02,0
MQ-0069,2.9,47.0,63.9,aluminio,Canelones,mañana,L-3,PR-11,0
MQ-0860,1.2,33.9,47.2,acero,Rivera,mañana,L-6,PR-04,0
MQ-1085,5.4,70.0,65.2,polímero,Paysandú,tarde,L-3,PR-02,1
MQ-1149,1.5,55.1,58.7,acero,Montevideo,noche,L-6,PR-11,0
MQ-0417,1.5,52.3,65.3,aluminio,Montevideo,mañana,L-1,PR-07,1
MQ-1022,5.7,19.8,35.8,polímero,Montevideo,noche,L-1,PR-10,0
MQ-0562,11.5,27.1,42.0,polímero,Rivera,mañana,L-1,PR-10,0
MQ-0904,3.9,30.7,70.3,aluminio,Canelones,tarde,L-4,PR-11,0
MQ-0068,7.8,54.8,62.0,acero,Salto,mañana,L-4,PR-02,0
MQ-0537,7.1,30.7,60.0,aluminio,Canelones,noche,L-6,PR-08,0
MQ-0078,5.6,26.7,58.2,aluminio,Canelones,noche,L-3,PR-05,0
MQ-0106,6.7,21.4,52.5,polímero,Paysandú,mañana,L-1,PR-11,0
MQ-1197,7.7,44.8,63.7,aluminio,Paysandú,tarde,L-2,PR-04,0
MQ-1046,11.6,42.4,62.1,acero,Canelones,mañana,L-4,PR-01,1
MQ-0959,3.3,35.2,55.4,acero,Salto,mañana,L-4,PR-04,0
MQ-0639,2.3,58.0,59.5,aluminio,Salto,mañana,L-5,PR-01,1
MQ-0560,5.2,34.5,56.4,aluminio,Montevideo,mañana,L-1,PR-01,0
MQ-0847,4.1,35.9,57.7,acero,Montevideo,mañana,L-2,PR-08,0
MQ-0689,2.4,40.3,72.0,acero,Montevideo,tarde,L-5,PR-02,0
MQ-0691,3.9,23.2,68.5,acero,Montevideo,tarde,L-3,PR-06,0
MQ-0827,7.2,41.0,47.5,acero,Paysandú,tarde,L-3,PR-03,0
MQ-1112,4.8,45.6,44.6,acero,Rivera,noche,L-5,PR-07,0
MQ-1159,18.0,24.3,53.1,aluminio,Montevideo,tarde,L-4,PR-04,0
MQ-1113,8.3,74.4,57.2,aluminio,Montevideo,mañana,L-3,PR-12,1
MQ-0736,7.4,30.4,58.4,polímero,Canelones,tarde,L-1,PR-05,0
MQ-1009,9.6,29.1,54.5,aluminio,Montevideo,tarde,L-4,PR-11,0
MQ-0437,4.6,61.9,39.3,aluminio,Rivera,mañana,L-1,PR-09,1
MQ-0491,0.8,53.1,63.1,aluminio,Salto,noche,L-6,PR-05,1
MQ-1193,11.6,38.3,54.7,acero,Salto,mañana,L-1,PR-04,1
MQ-0830,7.9,34.7,70.2,acero,Salto,tarde,L-3,PR-06,0
MQ-1094,7.2,35.0,40.2,polímero,Salto,mañana,L-2,PR-04,0
MQ-0070,3.4,40.7,58.0,polímero,Rivera,tarde,L-3,PR-10,0
MQ-0809,11.4,48.6,59.2,acero,Canelones,mañana,L-4,PR-02,1
MQ-0012,6.8,41.9,54.9,polímero,Montevideo,tarde,L-6,PR-12,0
MQ-0145,10.0,47.1,52.0,acero,Paysandú,mañana,L-6,PR-04,1
MQ-0918,3.4,80.0,70.4,acero,Montevideo,tarde,L-1,PR-07,0
MQ-0640,7.5,50.5,53.9,acero,Montevideo,tarde,L-3,PR-10,0
MQ-0177,8.1,44.2,40.1,acero,Canelones,noche,L-2,PR-07,0
MQ-0995,18.0,64.0,64.8,aluminio,Rivera,mañana,L-6,PR-10,1
MQ-0441,14.4,42.1,47.8,aluminio,Salto,mañana,L-6,PR-03,1
MQ-0522,5.1,29.0,54.6,polímero,Montevideo,mañana,L-1,PR-02,0
MQ-1005,3.9,39.4,69.8,aluminio,Montevideo,mañana,L-2,PR-06,0
MQ-0144,3.7,57.5,65.7,acero,Canelones,tarde,L-6,PR-02,0
MQ-0754,4.9,36.9,68.0,acero,Paysandú,noche,L-6,PR-06,0
MQ-0520,10.7,8.0,43.2,aluminio,Montevideo,mañana,L-2,PR-06,0
MQ-0823,4.9,59.5,56.6,acero,Montevideo,mañana,L-4,PR-12,0
MQ-0429,4.4,35.8,43.3,acero,Rivera,tarde,L-2,PR-02,0
MQ-0613,9.3,48.0,70.4,acero,Montevideo,mañana,L-2,PR-06,1
MQ-1033,3.2,48.5,56.8,aluminio,Rivera,tarde,L-6,PR-12,1
MQ-0157,8.8,26.9,55.9,acero,Montevideo,mañana,L-3,PR-08,0
MQ-0540,4.7,44.8,54.9,polímero,Rivera,mañana,L-1,PR-04,0
MQ-0462,8.0,51.6,66.6,acero,Canelones,mañana,L-5,PR-10,0
MQ-0577,5.3,80.0,73.8,aluminio,Canelones,tarde,L-3,PR-06,1
MQ-0256,4.4,58.4,50.1,polímero,Salto,mañana,L-4,PR-10,1
MQ-0980,15.0,57.9,55.3,polímero,Canelones,mañana,L-3,PR-08,1
MQ-1007,10.7,62.6,61.1,polímero,Salto,tarde,L-3,PR-06,1
MQ-0561,6.1,62.1,63.0,acero,Paysandú,tarde,L-2,PR-06,0
MQ-0209,10.6,32.7,54.3,polímero,Montevideo,tarde,L-5,PR-05,1
MQ-0911,10.5,28.9,50.6,acero,Montevideo,mañana,L-6,PR-01,0
MQ-0002,16.1,48.5,52.2,polímero,Canelones,tarde,L-6,PR-10,1
MQ-0270,4.8,47.4,57.2,aluminio,Rivera,tarde,L-4,PR-01,0
MQ-0266,4.6,43.5,43.3,acero,Canelones,mañana,L-2,PR-12,0
MQ-0915,6.4,32.4,52.3,aluminio,Montevideo,mañana,L-1,PR-11,0
MQ-0231,9.9,41.5,52.2,acero,Paysandú,tarde,L-5,PR-04,0
MQ-1180,5.0,32.4,55.7,acero,Rivera,mañana,L-6,PR-03,0
MQ-1176,10.8,63.8,62.9,aluminio,Salto,tarde,L-6,PR-12,1
MQ-0865,7.3,32.5,71.8,polímero,Paysandú,noche,L-5,PR-10,0
MQ-0874,1.0,45.6,57.1,acero,Salto,tarde,L-3,PR-09,0
MQ-1066,3.2,13.8,50.0,aluminio,Montevideo,mañana,L-5,PR-07,0
MQ-0399,13.8,43.5,63.0,aluminio,Rivera,mañana,L-6,PR-12,1
MQ-1088,2.0,61.8,70.6,aluminio,Montevideo,tarde,L-4,PR-04,1
MQ-0046,11.9,46.1,62.5,acero,Canelones,tarde,L-5,PR-09,1
MQ-0162,16.9,46.4,57.4,acero,Rivera,tarde,L-5,PR-12,1
MQ-0992,9.7,20.6,58.6,acero,Salto,tarde,L-2,PR-04,1
MQ-0728,1.4,32.8,56.9,polímero,Montevideo,noche,L-6,PR-11,0
MQ-0630,9.9,50.7,60.2,acero,Salto,tarde,L-4,PR-03,0
MQ-0289,5.9,68.0,75.6,polímero,Montevideo,tarde,L-2,PR-05,1
MQ-1060,8.8,52.2,58.9,aluminio,Canelones,tarde,L-5,PR-06,1
MQ-1166,11.5,41.5,61.2,polímero,Montevideo,mañana,L-4,PR-04,1
MQ-0576,6.4,55.6,65.0,acero,Montevideo,tarde,L-3,PR-06,0
MQ-0851,3.2,43.8,62.7,acero,Montevideo,noche,L-3,PR-07,0
MQ-0912,3.2,35.3,64.5,acero,Canelones,mañana,L-1,PR-03,0
MQ-1081,9.3,19.3,52.3,polímero,Canelones,tarde,L-2,PR-11,0
MQ-0933,4.5,62.8,61.3,acero,Canelones,mañana,L-6,PR-08,0
MQ-0248,14.0,65.1,53.8,aluminio,Rivera,mañana,L-4,PR-10,1
MQ-0477,6.3,44.9,52.5,acero,Rivera,noche,L-5,PR-07,0
MQ-0086,8.9,44.9,59.8,aluminio,Canelones,tarde,L-4,PR-01,1
MQ-0470,8.4,46.5,54.9,aluminio,Montevideo,tarde,L-3,PR-02,1
MQ-0226,6.1,50.0,48.6,acero,Montevideo,noche,L-6,PR-07,0
MQ-0775,12.3,55.6,62.7,acero,Paysandú,mañana,L-1,PR-11,1
MQ-0332,10.2,49.3,70.4,polímero,Paysandú,tarde,L-4,PR-06,1
MQ-0234,4.2,18.8,66.4,acero,Paysandú,mañana,L-2,PR-01,0
MQ-0589,4.5,36.5,48.8,aluminio,Canelones,tarde,L-4,PR-07,1
MQ-0476,4.8,55.1,51.4,aluminio,Montevideo,tarde,L-1,PR-09,1
MQ-0600,5.7,33.6,39.8,acero,Montevideo,mañana,L-5,PR-12,0
MQ-0422,4.9,32.8,68.1,acero,Rivera,noche,L-6,PR-06,0
MQ-0183,11.4,49.2,62.4,polímero,Rivera,tarde,L-5,PR-10,1
MQ-0989,8.2,37.1,55.7,aluminio,Rivera,mañana,L-4,PR-01,0
MQ-1001,10.2,41.6,58.4,aluminio,Rivera,mañana,L-1,PR-04,1
MQ-0050,17.2,22.7,63.9,acero,Paysandú,noche,L-1,PR-04,1
MQ-1120,6.9,11.1,39.7,aluminio,Montevideo,mañana,L-4,PR-10,0
MQ-1030,5.6,55.8,65.2,polímero,Montevideo,mañana,L-6,PR-01,0
MQ-0530,1.9,38.8,55.1,acero,Canelones,tarde,L-3,PR-02,0
MQ-0487,11.1,57.1,57.7,polímero,Montevideo,noche,L-2,PR-10,1
MQ-0498,1.8,51.1,70.9,polímero,Montevideo,noche,L-4,PR-01,1
MQ-0107,9.9,44.5,56.7,acero,Salto,mañana,L-4,PR-07,1
MQ-0444,2.0,29.4,39.0,acero,Canelones,noche,L-4,PR-05,0
MQ-0647,3.9,69.9,72.5,acero,Salto,mañana,L-4,PR-11,0
MQ-1037,8.6,46.5,61.0,acero,Rivera,mañana,L-6,PR-01,0
MQ-0727,9.3,46.8,59.2,polímero,Canelones,noche,L-1,PR-02,1
MQ-0191,10.2,25.7,48.9,aluminio,Montevideo,noche,L-2,PR-05,0
MQ-0283,6.9,61.9,61.5,acero,Montevideo,tarde,L-5,PR-12,0
MQ-0030,7.5,49.7,52.9,aluminio,Canelones,mañana,L-1,PR-09,1
MQ-0170,13.6,21.4,45.9,acero,Canelones,mañana,L-5,PR-11,0
MQ-1002,1.8,35.9,50.1,aluminio,Canelones,tarde,L-1,PR-06,0
MQ-0101,8.1,38.2,55.5,aluminio,Canelones,mañana,L-1,PR-11,0
MQ-0198,3.2,45.7,48.4,polímero,Paysandú,tarde,L-3,PR-01,0
MQ-0496,2.7,35.6,55.8,aluminio,Canelones,mañana,L-1,PR-12,0
MQ-0648,2.4,23.8,41.4,acero,Montevideo,tarde,L-6,PR-07,0
MQ-0988,2.5,57.5,57.9,polímero,Canelones,tarde,L-5,PR-11,1
MQ-0045,5.5,50.4,60.6,aluminio,Canelones,mañana,L-5,PR-11,1
MQ-0711,6.1,36.8,66.6,acero,Paysandú,tarde,L-2,PR-04,0
MQ-0374,11.2,48.0,69.3,polímero,Salto,mañana,L-3,PR-11,0
MQ-0679,12.9,46.4,65.8,acero,Rivera,mañana,L-2,PR-01,1
MQ-0567,5.5,40.4,67.2,aluminio,Montevideo,tarde,L-2,PR-11,0
MQ-0848,4.9,39.7,53.8,acero,Montevideo,noche,L-1,PR-08,0
MQ-0461,6.2,45.0,71.4,acero,Canelones,mañana,L-2,PR-07,0
MQ-0040,3.6,73.9,64.1,aluminio,Montevideo,mañana,L-4,PR-11,1
MQ-0435,5.1,51.5,56.4,polímero,Montevideo,mañana,L-6,PR-12,0
MQ-0974,1.0,23.1,49.2,acero,Montevideo,mañana,L-1,PR-01,0
MQ-1008,5.1,34.8,71.9,acero,Salto,mañana,L-3,PR-06,0
MQ-0457,11.7,36.9,59.7,acero,Montevideo,mañana,L-4,PR-05,1
MQ-0261,18.0,67.5,45.9,polímero,Paysandú,noche,L-3,PR-07,1
MQ-0036,11.2,53.0,58.0,acero,Rivera,tarde,L-2,PR-02,0
MQ-0828,12.9,54.8,52.4,polímero,Canelones,mañana,L-5,PR-03,1
MQ-0310,18.0,25.4,49.4,aluminio,Canelones,noche,L-6,PR-06,0
MQ-0277,5.4,55.6,67.0,acero,Paysandú,tarde,L-2,PR-12,0
MQ-0637,8.8,37.6,70.5,acero,Canelones,noche,L-4,PR-01,1
MQ-0655,6.4,39.7,58.0,aluminio,Paysandú,mañana,L-2,PR-08,1
MQ-0623,7.2,27.4,48.9,acero,Rivera,tarde,L-3,PR-09,0
MQ-0845,6.9,18.3,53.4,aluminio,Canelones,noche,L-5,PR-11,0
MQ-0394,7.8,39.9,71.7,aluminio,Montevideo,tarde,L-3,PR-01,0
MQ-0108,7.9,68.2,58.4,aluminio,Rivera,mañana,L-2,PR-08,1
MQ-0350,4.1,55.0,68.4,acero,Paysandú,tarde,L-4,PR-07,0
MQ-0525,3.1,74.1,77.8,acero,Canelones,mañana,L-2,PR-03,0
MQ-0785,17.2,32.9,55.5,polímero,Paysandú,tarde,L-3,PR-02,1
MQ-0048,5.5,56.0,73.6,polímero,Salto,noche,L-5,PR-04,0
MQ-0204,2.8,63.4,71.0,acero,Montevideo,tarde,L-1,PR-02,0
MQ-0022,7.5,31.9,54.2,aluminio,Montevideo,mañana,L-2,PR-08,0
MQ-0403,11.3,41.8,60.0,acero,Montevideo,noche,L-4,PR-10,0
MQ-1108,8.0,42.1,58.4,acero,Rivera,mañana,L-6,PR-09,1
MQ-0990,13.8,36.6,56.1,acero,Salto,tarde,L-1,PR-03,1
MQ-0742,7.3,52.9,44.1,aluminio,Salto,tarde,L-1,PR-02,1
MQ-1148,7.2,32.2,59.8,aluminio,Canelones,mañana,L-5,PR-04,0
MQ-0034,5.6,47.8,58.8,acero,Salto,tarde,L-6,PR-10,0
MQ-0788,7.8,17.0,54.8,acero,Canelones,tarde,L-5,PR-07,0
MQ-0924,3.8,46.1,54.6,acero,Montevideo,tarde,L-1,PR-03,1
MQ-1044,5.0,48.0,49.9,aluminio,Paysandú,noche,L-5,PR-08,0
MQ-1155,2.8,50.8,59.4,acero,Rivera,tarde,L-5,PR-09,1
MQ-0580,10.2,23.2,47.3,acero,Rivera,mañana,L-5,PR-07,0
MQ-0482,5.4,80.0,66.4,acero,Montevideo,mañana,L-4,PR-06,1
MQ-0932,5.9,34.4,59.2,aluminio,Canelones,noche,L-2,PR-08,0
MQ-0357,4.5,32.9,59.7,polímero,Canelones,mañana,L-6,PR-09,0
MQ-0760,1.1,47.6,48.4,acero,Canelones,tarde,L-3,PR-05,0
MQ-0093,18.0,50.9,63.3,aluminio,Montevideo,mañana,L-6,PR-07,1
MQ-0804,8.5,34.6,63.6,acero,Rivera,tarde,L-6,PR-03,1
MQ-0746,9.5,55.7,66.8,polímero,Salto,tarde,L-3,PR-06,1
MQ-0280,13.0,28.0,49.6,polímero,Paysandú,noche,L-5,PR-12,1
MQ-0765,7.7,43.4,54.9,acero,Montevideo,mañana,L-2,PR-07,0
MQ-0605,8.0,57.6,49.4,polímero,Montevideo,noche,L-5,PR-12,1
MQ-1187,5.1,26.9,50.2,aluminio,Paysandú,mañana,L-2,PR-03,0
MQ-0401,6.3,31.7,71.6,aluminio,Salto,tarde,L-5,PR-01,0
MQ-0258,16.1,35.2,61.8,aluminio,Salto,mañana,L-1,PR-09,1
MQ-0945,3.1,28.4,49.0,polímero,Rivera,noche,L-1,PR-05,0
MQ-1097,5.3,26.0,58.1,acero,Montevideo,tarde,L-6,PR-02,0
MQ-1162,6.5,55.7,60.5,acero,Canelones,mañana,L-4,PR-06,0
MQ-0495,6.4,35.6,53.6,acero,Canelones,tarde,L-3,PR-03,0
MQ-0773,4.6,42.6,72.1,aluminio,Montevideo,mañana,L-6,PR-11,0
MQ-0551,11.2,29.6,63.7,acero,Montevideo,mañana,L-6,PR-11,0
MQ-0202,1.5,80.0,72.5,aluminio,Paysandú,mañana,L-1,PR-02,1
MQ-0313,2.1,71.7,54.4,aluminio,Canelones,tarde,L-6,PR-04,1
MQ-0291,2.2,55.4,69.8,aluminio,Canelones,mañana,L-6,PR-07,1
MQ-0764,8.8,36.3,34.1,acero,Rivera,mañana,L-1,PR-02,1
MQ-1137,7.4,47.6,54.3,acero,Montevideo,noche,L-3,PR-08,1
MQ-0950,11.8,55.7,60.2,aluminio,Canelones,tarde,L-5,PR-01,1
MQ-0184,15.3,46.0,63.3,aluminio,Canelones,noche,L-4,PR-09,1
MQ-1177,7.5,72.9,70.0,acero,Montevideo,tarde,L-5,PR-10,0
MQ-1069,4.3,10.4,47.5,aluminio,Montevideo,mañana,L-5,PR-09,0
MQ-1031,11.3,45.2,54.2,polímero,Rivera,tarde,L-1,PR-07,1
MQ-0251,9.1,41.9,66.3,aluminio,Canelones,noche,L-4,PR-07,1
MQ-0824,9.9,61.0,58.4,polímero,Montevideo,tarde,L-2,PR-10,1
MQ-1100,5.3,68.4,52.2,aluminio,Montevideo,mañana,L-2,PR-04,1
MQ-0941,18.0,51.2,61.6,aluminio,Rivera,mañana,L-4,PR-10,1
MQ-0392,7.1,52.5,56.0,polímero,Canelones,tarde,L-2,PR-05,1
MQ-1093,10.1,24.7,56.9,acero,Rivera,noche,L-6,PR-02,0
MQ-0905,12.3,58.3,48.6,acero,Salto,mañana,L-6,PR-10,0
MQ-0731,13.4,52.4,82.0,polímero,Montevideo,tarde,L-3,PR-11,1
MQ-0555,8.3,56.1,52.2,aluminio,Canelones,mañana,L-2,PR-05,1
MQ-0367,4.1,52.8,52.1,polímero,Montevideo,noche,L-2,PR-02,0
MQ-0346,3.1,42.6,48.7,polímero,Paysandú,mañana,L-3,PR-02,0
MQ-0536,10.7,46.6,54.7,aluminio,Rivera,noche,L-1,PR-03,1
MQ-0920,5.7,37.2,51.6,polímero,Paysandú,noche,L-3,PR-10,0
MQ-0212,2.4,32.8,53.2,aluminio,Paysandú,mañana,L-5,PR-01,0
MQ-0503,13.7,31.5,62.6,acero,Rivera,mañana,L-6,PR-05,1
MQ-0538,6.6,62.4,60.4,aluminio,Montevideo,noche,L-3,PR-10,1
MQ-0176,12.2,45.6,65.6,aluminio,Salto,mañana,L-6,PR-02,1
