id_registro,id_maquina,planta,modelo_equipo,turno,antiguedad_meses,horas_operacion,n_mantenimientos_previos,temperatura_c,vibracion_mm_s,presion_bar,consumo_kwh,costo_reparacion_usd,fallo
2300,MQ-0026,Sur,XR-200,tarde,37.0,3099.0,3,,6.656,7.56,587.6,2685.4,1
3764,MQ-0055,Este,BM 500,noche,14.0,2007.0,0,59.69,1.164,6.08,445.8,,0
1638,MQ-0106,Sur,TL-90,tarde,38.0,5386.0,2,64.72,2.197,-1.0,444.3,,0
4140,MQ-0039,Sur,TL-90,tarde,17.0,2765.0,2,69.2,,7.45,452.1,,0
1736,MQ-0031,Sur,BM 500,tarde,88.0,14793.0,5,84.17,3.534,5.86,834.5,4627.9,1
3125,MQ-0180,Norte,TL 90,tarde,42.0,6595.0,3,83.48,0.698,5.86,663.3,,0
4186,MQ-0050,Este,XR-200,tarde,33.0,2602.0,3,66.93,1.253,7.22,522.9,,0
983,MQ-0023,Oeste,XR-200,mañana,20.0,3540.0,0,81.54,1.317,7.43,585.5,,0
3028,MQ-0117,Oeste,XR-350,tarde,31.0,4516.0,1,69.03,1.133,5.99,528.8,,0
707,MQ-0111,Sur,BM-500,noche,43.0,5856.0,2,,12.669,6.91,699.4,5822.3,1
2536,MQ-0058,Norte,tl90,mañana,96.0,12196.0,2,57.95,1.488,6.27,546.7,,0
1688,MQ-0031,Sur,TL-90,noche,62.0,7754.0,2,,9.649,6.0,629.9,3921.54,1
3823,MQ-0093,Sur,XR 200,tarde,60.0,12959.0,3,62.55,2.6,6.24,562.1,,0
274,MQ-0042,Sur,TL-120,mañana,38.0,4887.0,1,65.23,1.111,7.2,618.6,,0
1710,MQ-0123,Norte,TL-120,mañana,24.0,3533.0,1,85.03,1.988,5.62,612.1,,0
3795,MQ-0130,Sur,XR 350,noche,52.0,8342.0,2,64.33,1.63,4.84,455.3,,0
4001,MQ-0048,Sur,XR-200,tarde,20.0,5245.0,2,88.41,5.672,6.66,609.8,4013.74,1
964,MQ-0053,Norte,tl120,tarde,60.0,10248.0,3,83.42,1.02,6.4,725.6,,0
2926,MQ-0174,Norte,xr350,mañana,32.0,4886.0,1,63.62,2.062,5.73,480.6,,0
3661,MQ-0041,Norte,TL-90,tarde,74.0,12274.0,1,82.0,1.478,5.55,677.5,,0
2134,MQ-0056,Norte,TL-90,tarde,60.0,14507.0,1,81.06,3.139,7.01,813.6,,0
1473,MQ-0026,Norte,TL-90,tarde,25.0,5675.0,1,61.96,3.009,6.24,409.7,,0
2460,MQ-0151,Sur,XR-200,mañana,17.0,4075.0,1,68.55,1.748,7.31,488.6,,0
3886,MQ-0166,Este,XR-200,tarde,32.0,4511.0,2,82.3,1.831,6.49,607.8,,0
3728,MQ-0082,Norte, XR-200 ,mañana,50.0,6758.0,3,,1.594,5.68,651.0,,0
1453,MQ-0121,Este,TL-120,tarde,77.0,12603.0,2,86.87,3.365,6.71,889.5,3798.36,1
2716,MQ-0003,Sur,BM-500,tarde,56.0,7659.0,6,97.24,4.883,6.99,732.5,3716.37,1
3311,MQ-0093,Norte,XR-350,tarde,25.0,2322.0,1,66.16,2.184,7.34,454.5,,0
150,MQ-0170,Oeste,XR-200,noche,21.0,2868.0,2,63.4,1.416,5.98,494.9,,0
2693,MQ-0078,Oeste,TL-90,noche,9.0,50.0,0,83.58,,6.92,466.4,,0
2768,MQ-0102,Oeste,xr350,mañana,52.0,8611.0,3,74.78,1.155,5.55,631.9,,0
1758,MQ-0146,Oeste,XR-350,tarde,23.0,50.0,0,87.37,3.373,5.23,497.4,,0
219,MQ-0155,Norte,TL-120,mañana,71.0,9558.0,5,65.83,1.101,5.29,610.3,,0
240,MQ-0163,Norte,XR-350,mañana,40.0,7498.0,4,65.31,3.544,7.31,499.6,,0
1132,MQ-0014,Este,XR-350,noche,56.0,9307.0,0,63.57,1.931,5.95,567.2,,0
3958,MQ-0122,Norte,TL-120,noche,29.0,5783.0,2,83.53,1.301,5.5,541.1,,0
3265,MQ-0039,Norte,XR-350,tarde,59.0,8220.0,2,,2.059,5.94,685.0,,0
2841,MQ-0132,Este,XR-350,mañana,31.0,4931.0,0,85.19,4.982,5.45,551.7,,0
2240,MQ-0046,Norte,tl90,noche,25.0,3015.0,0,62.68,,6.56,321.6,,0
2382,MQ-0058,Oeste,xr350,tarde,16.0,2039.0,0,78.61,1.788,6.49,472.9,,0
1254,MQ-0100,Este,XR-350,mañana,30.0,4407.0,2,88.36,2.633,6.13,659.0,,0
1054,MQ-0130,Este,TL-120,mañana,14.0,1834.0,0,87.93,0.856,6.08,676.2,,0
3011,MQ-0029,Norte, XR-200 ,tarde,45.0,2926.0,5,67.48,2.366,-1.0,413.1,,0
1669,MQ-0142,Este,XR-350,tarde,48.0,6371.0,1,64.93,1.848,5.84,,,0
3712,MQ-0151,Sur,XR-350,tarde,39.0,9180.0,2,61.11,1.622,6.55,537.2,,0
3075,MQ-0163,Norte,bm500,mañana,37.0,5935.0,0,94.61,8.794,7.47,501.0,2747.5,1
4206,MQ-0159,Norte,XR-350,tarde,11.0,653.0,0,68.7,1.479,5.59,419.5,,0
3981,MQ-0042,Sur,TL-120,noche,13.0,5743.0,0,61.93,3.194,5.16,448.0,,0
1358,MQ-0120,Este,TL-120,tarde,37.0,6559.0,3,74.23,1.96,5.97,579.0,704.28,1
776,MQ-0085,Norte,XR-350,tarde,78.0,11918.0,1,66.83,1.919,5.71,666.6,,0
2631,MQ-0056,Sur,XR-200,tarde,14.0,3397.0,0,79.03,2.372,7.43,450.9,3415.68,1
2833,MQ-0071,Este,XR-350,noche,32.0,2204.0,2,83.8,1.762,6.62,564.7,,0
3827,MQ-0153,Norte,TL-90,mañana,56.0,10846.0,2,80.73,1.482,6.14,669.9,,0
840,MQ-0164,Oeste,xr200,mañana,24.0,6250.0,1,61.39,0.916,5.99,500.0,,0
628,MQ-0039,Este,XR-350,tarde,96.0,14270.0,7,64.31,2.665,6.12,717.3,,0
324,MQ-0030,Oeste,XR-200,mañana,21.0,6077.0,2,69.47,1.157,6.82,558.1,,0
3972,MQ-0071,Oeste,xr200,tarde,43.0,7065.0,1,84.72,3.173,6.34,610.2,,0
1656,MQ-0033,Oeste,XR-350,noche,52.0,7711.0,4,65.48,1.235,5.75,506.1,,0
1868,MQ-0167,Este,TL-90,mañana,37.0,1263.0,2,57.88,3.001,7.31,355.6,,0
1161,MQ-0180,Sur,xr350,tarde,24.0,5089.0,3,61.66,2.393,5.45,507.8,,0
2827,MQ-0135,Norte,XR-350,tarde,42.0,7705.0,1,65.24,2.203,5.04,605.9,,0
1077,MQ-0068,Norte,TL-90,noche,37.0,8029.0,2,63.54,,5.85,550.0,,0
2988,MQ-0065,Norte,XR-200,mañana,35.0,4083.0,3,999.0,1.435,6.34,465.8,,0
438,MQ-0106,Norte,bm500,tarde,26.0,6640.0,1,85.37,2.847,5.72,530.5,,0
120,MQ-0017,Norte,BM-500,mañana,72.0,11910.0,3,86.38,2.58,6.36,865.7,3864.49,1
3864,MQ-0096,Norte,TL-120,mañana,58.0,7608.0,3,66.17,1.999,7.03,579.7,,0
3605,MQ-0086,Norte,XR 200,mañana,110.0,18899.0,3,59.7,2.961,6.75,776.0,,0
3872,MQ-0150,Este,XR 200,mañana,23.0,3669.0,0,66.96,0.992,5.92,453.3,,0
1815,MQ-0112,Norte,TL-90,tarde,52.0,8060.0,2,68.99,1.067,4.91,583.5,,0
3414,MQ-0159,Norte,tl120,tarde,35.0,6153.0,2,56.5,1.666,7.54,451.5,,0
1840,MQ-0077,Sur,TL 90,mañana,178.0,29746.0,5,71.01,1.568,6.1,1019.0,,0
1027,MQ-0175,Oeste,xr200,mañana,40.0,4921.0,1,59.84,1.426,6.64,398.1,,0
3302,MQ-0012,Sur,BM-500,tarde,28.0,2049.0,1,68.63,2.188,7.82,468.1,,0
3898,MQ-0125,Sur,TL-120,mañana,44.0,9550.0,1,69.66,0.63,5.54,593.6,,0
3429,MQ-0132,Sur, XR-350 ,mañana,42.0,6147.0,1,63.55,1.566,5.48,494.9,,0
77,MQ-0160,Norte,bm500,tarde,26.0,4951.0,2,61.95,1.169,6.45,492.1,,0
3102,MQ-0145,Oeste,TL 90,mañana,53.0,8594.0,3,62.29,1.543,5.74,560.2,,0
901,MQ-0023,Norte,XR-200,tarde,16.0,4175.0,0,63.04,2.145,5.5,502.2,,0
372,MQ-0038,Este,XR-200,tarde,42.0,7173.0,0,82.85,1.855,6.29,,,0
1205,MQ-0164,Oeste,XR-350,tarde,33.0,5207.0,5,65.83,3.979,6.23,,,0
4173,MQ-0121,Sur,XR-200,tarde,70.0,11029.0,3,64.07,1.312,6.23,682.5,,0
4216,MQ-0021,Este,BM-500,mañana,67.0,14099.0,3,76.21,1.077,6.17,,,0
942,MQ-0006,Oeste,XR-350,tarde,21.0,4103.0,0,,2.365,5.97,689.5,,0
2626,MQ-0054,Este,XR 350,mañana,26.0,3675.0,0,80.79,1.972,5.66,573.7,,0
2868,MQ-0019,Este,TL-90,mañana,20.0,4732.0,0,84.67,0.981,6.56,541.9,,0
553,MQ-0107,Oeste,TL-120,mañana,32.0,3603.0,1,68.71,1.333,5.85,455.9,,0
407,MQ-0046,Norte,XR-200,tarde,78.0,14243.0,8,69.69,1.953,6.62,757.1,,0
2118,MQ-0159,Sur,XR-350,mañana,16.0,2028.0,0,63.81,1.582,6.1,482.4,,0
3629,MQ-0055,Norte,XR-350,tarde,12.0,4712.0,0,63.54,3.202,7.86,442.9,,0
1614,MQ-0074,Norte,XR 200,mañana,38.0,7477.0,0,67.2,2.161,5.89,635.9,,0
2935,MQ-0101,Sur,TL-90,tarde,33.0,5934.0,1,61.49,1.526,6.05,500.4,,0
969,MQ-0025,Norte,XR-200,mañana,9.0,1543.0,1,65.68,2.577,6.28,431.5,,0
3913,MQ-0004,Este,XR-200,tarde,25.0,5333.0,2,87.72,1.16,6.53,677.3,,0
2834,MQ-0055,Norte,TL-120,tarde,26.0,3895.0,1,63.99,1.856,6.68,452.7,,0
3848,MQ-0055,Sur,xr350,mañana,36.0,5540.0,0,61.34,2.962,7.21,463.9,2558.29,1
3384,MQ-0057,Oeste,TL-90,noche,12.0,1241.0,0,61.68,3.516,4.45,463.7,,0
3930,MQ-0159,Este,BM-500,mañana,12.0,4048.0,1,61.9,2.383,5.92,406.4,,0
2350,MQ-0040,Norte,TL-90,noche,70.0,10725.0,4,73.72,2.038,6.29,658.2,,0
1747,MQ-0068,Norte,BM-500,noche,59.0,7493.0,0,63.07,0.942,6.75,569.9,,0
690,MQ-0010,Norte, XR-200 ,noche,38.0,4402.0,2,62.84,,6.7,487.5,,0
2861,MQ-0030,Oeste,XR-350,noche,13.0,50.0,2,64.27,,5.77,384.1,,0
3110,MQ-0125,Sur,XR-350,noche,37.0,6409.0,1,71.18,1.266,5.34,663.3,,0
3426,MQ-0155,Este,xr350,mañana,19.0,1150.0,0,85.78,1.968,6.01,496.8,,0
4112,MQ-0041,Oeste,bm500,tarde,43.0,7472.0,4,64.7,2.797,6.83,489.9,,0
1739,MQ-0156,Este,XR-200,tarde,20.0,4790.0,0,67.05,1.432,5.83,381.4,,0
237,MQ-0126,Norte,TL-120,mañana,43.0,5277.0,2,63.52,1.871,5.5,406.4,,0
4201,MQ-0005,Este,XR-200,tarde,16.0,1661.0,0,83.27,2.036,6.66,500.7,,0
1987,MQ-0126,Norte,BM-500,tarde,67.0,11363.0,6,80.92,2.205,5.77,712.0,,0
1984,MQ-0159,Oeste,xr200,tarde,42.0,4112.0,1,62.86,1.219,6.67,473.1,,0
3164,MQ-0111,Sur,bm500,mañana,27.0,3856.0,1,83.42,3.407,6.3,599.3,,0
2843,MQ-0023,Este,BM-500,tarde,37.0,6126.0,3,64.39,1.359,5.23,515.2,,0
500,MQ-0005,Este,TL 90,tarde,35.0,6504.0,4,81.65,1.206,7.61,694.7,,0
823,MQ-0008,Norte,TL-120,noche,33.0,1256.0,1,82.98,,6.0,580.4,,0
3128,MQ-0138,Sur,XR-200,noche,67.0,9951.0,4,64.97,3.184,6.15,622.0,,0
3375,MQ-0111,Oeste,XR 200,tarde,128.0,18899.0,3,92.65,13.791,5.32,844.1,3031.09,1
795,MQ-0118,Oeste,TL-120,tarde,-39.0,7421.0,0,65.06,,5.57,569.3,,0
3359,MQ-0066,Sur,XR-200,mañana,40.0,7429.0,5,90.39,2.117,7.35,645.1,,0
3831,MQ-0022,Norte,XR 350,mañana,29.0,5422.0,2,81.91,1.981,4.94,625.3,5190.0,1
3292,MQ-0032,Este,BM-500,mañana,52.0,6676.0,3,93.84,5.575,5.4,642.3,2186.63,1
991,MQ-0070,Norte,XR-200,mañana,26.0,6744.0,2,73.74,3.05,7.37,,,0
568,MQ-0081,Norte,XR-200,tarde,93.0,14047.0,2,84.85,1.942,5.98,841.3,,0
2983,MQ-0108,Norte,XR 200,mañana,27.0,3867.0,0,87.65,1.567,5.65,591.7,,0
2436,MQ-0120,Norte,TL-120,tarde,37.0,2634.0,0,63.58,1.172,6.81,,,0
3768,MQ-0038,Norte,TL-90,tarde,56.0,10404.0,1,86.3,2.954,6.08,772.9,,0
391,MQ-0098,Sur,XR-350,tarde,25.0,2255.0,2,86.4,1.127,6.3,635.7,,0
744,MQ-0077,Este,XR-350,noche,42.0,7521.0,4,82.58,1.397,6.02,587.4,,0
2401,MQ-0143,Norte, TL-90 ,mañana,34.0,4600.0,4,68.89,0.645,5.86,467.1,,0
1218,MQ-0116,Sur,XR-200,noche,4.0,50.0,1,61.29,,5.75,,,0
236,MQ-0086,Sur,XR-350,mañana,26.0,5975.0,1,61.8,2.305,6.75,514.6,,0
4049,MQ-0057,Norte,TL 90,mañana,25.0,4260.0,2,64.34,0.664,6.24,478.4,1976.23,1
481,MQ-0058,Oeste,TL-90,tarde,9.0,3029.0,0,63.86,3.577,6.63,457.1,,0
2043,MQ-0168,Sur,XR-200,tarde,27.0,6109.0,0,66.13,2.159,5.6,555.7,,0
2616,MQ-0024,Sur,BM-500,noche,20.0,3992.0,1,79.7,0.904,5.56,573.2,,0
3189,MQ-0071,Sur,TL-90,tarde,61.0,11193.0,4,64.02,3.591,6.48,588.1,,0
1678,MQ-0118,Este,TL-90,mañana,16.0,50.0,0,67.66,,6.94,467.9,,0
4016,MQ-0100,Sur,TL-120,noche,16.0,5524.0,0,80.54,,5.16,609.7,,0
4163,MQ-0096,Norte,XR-200,tarde,46.0,4514.0,0,79.84,0.922,6.89,626.7,,0
3785,MQ-0024,Norte,XR-350,tarde,24.0,5233.0,0,63.24,1.152,5.91,457.5,,0
3876,MQ-0041,Norte,TL-120,noche,25.0,1891.0,0,,2.062,6.01,517.3,,0
121,MQ-0012,Este, TL-120 ,noche,35.0,4284.0,3,85.52,1.733,6.66,615.7,5521.07,1
3437,MQ-0142,Norte,xr200,mañana,61.0,6904.0,1,64.94,1.284,6.83,549.6,,0
4074,MQ-0138,Sur, TL-90 ,tarde,8.0,2895.0,0,72.38,9.863,6.36,487.2,911.34,1
3073,MQ-0120,Norte,TL-90,tarde,29.0,4811.0,1,67.62,1.432,6.22,524.7,,0
3135,MQ-0094,Norte, BM-500 ,tarde,38.0,8213.0,0,66.89,1.408,5.26,607.6,,0
1273,MQ-0097,Oeste,TL-90,noche,17.0,4326.0,2,58.09,,-1.0,423.4,,0
3526,MQ-0045,Este,TL-90,mañana,27.0,4959.0,0,64.17,2.015,6.22,492.5,,0
927,MQ-0011,Norte,TL-90,mañana,61.0,9909.0,3,86.18,2.701,5.87,633.7,,0
2564,MQ-0095,Sur,tl120,noche,56.0,10073.0,3,78.22,1.55,7.74,661.5,,0
1595,MQ-0174,Sur,XR-200,tarde,44.0,6150.0,4,85.76,2.23,7.34,623.2,,0
224,MQ-0029,Sur,TL-120,mañana,25.0,5296.0,0,66.76,2.013,6.46,484.0,,0
767,MQ-0089,Oeste,XR-350,tarde,33.0,6084.0,0,66.38,,5.29,470.1,,0
614,MQ-0133,Oeste,XR-200,mañana,21.0,2307.0,2,60.02,1.81,5.86,324.8,,0
2892,MQ-0097,Este,BM-500,mañana,11.0,4906.0,0,80.75,2.061,6.65,620.6,,0
1246,MQ-0079,Sur,XR 200,tarde,48.0,6872.0,1,69.1,2.374,7.19,557.8,,0
1541,MQ-0082,Norte,TL-120,mañana,26.0,7952.0,0,81.55,2.364,5.06,699.5,,0
3538,MQ-0034,Norte,TL-120,mañana,43.0,8193.0,1,67.47,1.151,6.07,578.6,,0
53,MQ-0134,Norte,TL-120,mañana,26.0,3865.0,0,63.54,4.42,6.74,432.8,5670.11,1
530,MQ-0057,Oeste,XR-200,mañana,21.0,4832.0,0,72.04,2.533,5.84,637.7,,0
2534,MQ-0031,Norte,TL-90,mañana,66.0,10576.0,1,,1.66,6.88,658.6,,0
1900,MQ-0044,Sur,XR-200,tarde,30.0,8532.0,0,60.31,2.649,6.72,529.6,,0
403,MQ-0065,Este,xr350,tarde,28.0,2077.0,2,71.02,1.431,-1.0,453.8,,0
819,MQ-0119,Sur,xr350,mañana,33.0,5656.0,1,65.9,1.121,5.3,397.6,,0
3459,MQ-0126,Norte,XR-350,tarde,103.0,18591.0,3,73.03,9.188,6.82,860.1,5212.21,1
156,MQ-0069,Sur,XR-200,tarde,66.0,11707.0,4,81.23,1.313,6.14,748.5,,0
3415,MQ-0092,Sur,XR-350,tarde,18.0,2558.0,2,56.07,1.354,6.52,346.0,,0
2649,MQ-0055,Sur,bm500,noche,30.0,3470.0,1,64.44,0.491,5.5,507.8,,0
4154,MQ-0032,Norte,XR-200,noche,24.0,7893.0,1,68.48,,6.34,563.5,,0
249,MQ-0014,Oeste,XR-350,tarde,23.0,3483.0,1,61.69,1.21,7.11,380.2,,0
762,MQ-0150,Este,TL-90,mañana,57.0,10432.0,4,87.13,1.304,7.0,796.4,,0
1895,MQ-0021,Sur,XR-350,noche,23.0,4403.0,0,67.24,2.844,6.56,444.1,4911.27,1
2030,MQ-0172,Sur, XR-350 ,mañana,39.0,4183.0,1,60.55,1.431,6.01,362.5,,0
3514,MQ-0012,Sur,TL-120,mañana,45.0,8144.0,1,82.21,2.224,6.54,740.9,,0
2637,MQ-0087,Este,TL-120,tarde,39.0,3800.0,5,81.14,2.186,4.92,585.0,,0
1131,MQ-0150,Norte,xr200,mañana,4.0,1532.0,0,62.15,3.5,6.35,388.8,,0
543,MQ-0128,Sur,XR-350,mañana,88.0,16390.0,3,84.17,1.188,5.59,759.9,,0
794,MQ-0084,Este,TL-120,mañana,29.0,3788.0,3,63.94,2.393,5.73,452.2,,0
1726,MQ-0043,Norte,TL-120,tarde,84.0,15104.0,5,69.68,2.165,6.39,803.7,,0
3190,MQ-0158,Oeste,TL-90,tarde,36.0,10228.0,1,68.19,2.841,6.34,684.4,,0
3737,MQ-0136,Sur,TL-120,mañana,54.0,8788.0,5,66.41,1.785,5.78,640.7,,0
629,MQ-0073,Sur,XR-200,tarde,108.0,18550.0,5,65.24,1.461,5.7,648.6,,0
2199,MQ-0060,Este,BM-500,mañana,25.0,3472.0,1,62.69,1.833,5.32,468.3,,0
3971,MQ-0058,Norte,XR-200,noche,26.0,3588.0,1,79.19,2.216,6.68,562.0,,0
2340,MQ-0062,Sur,BM-500,mañana,35.0,7309.0,2,77.03,1.543,6.11,569.9,,0
3612,MQ-0047,Este,BM 500,tarde,21.0,1452.0,2,70.27,1.97,6.82,385.0,,0
2430,MQ-0109,Este,TL-90,mañana,10.0,3737.0,1,,2.101,5.91,655.6,,0
4138,MQ-0094,Norte,TL-90,noche,12.0,2586.0,0,81.55,,5.38,592.6,,0
2735,MQ-0134,Sur,TL-120,noche,26.0,5234.0,0,64.64,,5.14,474.1,,0
1368,MQ-0002,Sur,XR 200,tarde,56.0,7867.0,3,64.4,2.338,6.85,516.9,1512.09,1
3273,MQ-0176,Sur,TL-90,mañana,33.0,3646.0,0,67.03,2.024,6.19,573.9,,0
1621,MQ-0108,Este,TL-90,mañana,19.0,1659.0,1,67.31,2.249,6.59,436.6,,0
2946,MQ-0055,Norte,TL-90,noche,86.0,16482.0,4,66.27,2.333,5.93,736.0,,0
4091,MQ-0173,Este,TL-90,mañana,66.0,13118.0,4,66.15,3.108,6.21,575.1,,0
2903,MQ-0157,Sur,XR-200,mañana,16.0,1244.0,0,68.84,1.711,6.07,514.0,,0
1072,MQ-0039,Sur,TL-90,tarde,53.0,8691.0,3,84.77,1.151,7.36,688.8,,0
555,MQ-0029,Norte,TL-120,mañana,25.0,4968.0,0,86.33,5.081,6.29,610.9,4915.51,1
1829,MQ-0129,Sur,BM-500,tarde,50.0,9510.0,5,61.68,2.406,4.64,473.2,,0
827,MQ-0052,Oeste,XR-200,noche,50.0,11698.0,3,69.49,,5.77,700.1,,0
1640,MQ-0013,Sur,XR-200,mañana,10.0,1922.0,0,68.42,2.222,6.63,434.0,,0
1985,MQ-0093,Oeste,XR-200,noche,37.0,6053.0,0,,0.857,5.51,651.0,,0
4024,MQ-0148,Sur,TL-120,noche,55.0,8081.0,2,64.05,1.491,6.66,601.8,2843.37,1
1838,MQ-0067,Este,XR-200,noche,47.0,8619.0,3,86.61,1.654,5.45,641.0,,0
3578,MQ-0174,Este,XR-200,mañana,23.0,3045.0,1,79.35,1.26,6.38,626.6,,0
2940,MQ-0114,Oeste,tl120,mañana,60.0,9390.0,2,83.4,3.171,7.32,691.4,,0
3421,MQ-0156,Norte,TL-90,tarde,35.0,5970.0,0,65.45,1.36,6.38,459.3,,0
536,MQ-0150,Este,XR-200,mañana,40.0,7374.0,7,59.4,2.109,4.89,471.3,,0
3413,MQ-0002,Norte,tl120,noche,34.0,7082.0,1,77.72,4.154,5.83,612.4,,0
3924,MQ-0091,Este,XR-200,tarde,16.0,50.0,0,82.67,2.29,5.34,,,0
2664,MQ-0070,Norte,XR-350,tarde,52.0,8364.0,3,75.25,1.825,6.12,589.4,,0
155,MQ-0063,Norte,BM 500,tarde,59.0,13789.0,1,77.44,3.0,5.15,672.1,,0
3242,MQ-0055,Norte,xr350,tarde,27.0,3571.0,2,86.08,2.091,5.64,644.0,,0
3782,MQ-0175,Este,TL-90,mañana,67.0,9732.0,6,87.56,2.055,5.36,749.5,,0
3150,MQ-0033,Norte,TL-90,tarde,51.0,8981.0,2,64.78,2.947,7.21,519.2,,0
2953,MQ-0126,Sur,XR-200,mañana,69.0,9522.0,1,68.15,3.816,7.47,695.5,,0
1312,MQ-0161,Norte,TL-90,mañana,41.0,6482.0,1,77.86,1.865,5.85,629.8,,0
323,MQ-0104,Este,xr200,tarde,45.0,7896.0,1,84.53,2.451,6.02,648.0,5793.83,1
1711,MQ-0169,Oeste,TL-120,mañana,15.0,2041.0,0,82.34,2.847,4.71,575.8,,0
15,MQ-0088,Oeste,XR 350,noche,83.0,13441.0,3,67.71,1.893,5.19,632.6,,0
3331,MQ-0142,Sur,XR-350,noche,26.0,1096.0,3,59.34,0.937,5.74,452.3,,0
1799,MQ-0047,Norte,XR-350,noche,27.0,5528.0,2,67.98,2.216,6.32,582.4,,0
4117,MQ-0072,Este,XR-350,mañana,70.0,7426.0,1,64.02,1.962,5.98,560.2,,0
83,MQ-0165,Este,xr350,tarde,33.0,6088.0,2,68.28,2.93,5.84,475.6,,0
2561,MQ-0167,Este,TL-90,tarde,20.0,3337.0,2,59.97,3.208,4.67,436.0,,0
1944,MQ-0019,Este,TL-120,tarde,9.0,50.0,0,78.11,1.332,6.72,570.7,,0
1989,MQ-0063,Norte,XR-200,tarde,47.0,6426.0,9,86.71,2.339,5.0,637.8,,0
3537,MQ-0046,Norte,XR-350,mañana,32.0,5403.0,0,82.33,1.984,6.91,569.7,,0
2673,MQ-0082,Oeste,XR 200,tarde,8.0,50.0,0,79.46,2.371,5.69,482.4,,0
1384,MQ-0086,Este,xr200,noche,56.0,11582.0,0,67.45,1.618,5.71,632.1,,0
1575,MQ-0126,Norte,XR-200,noche,31.0,4895.0,0,62.22,,5.54,478.8,,0
2978,MQ-0080,Oeste,XR-350,tarde,38.0,6063.0,1,67.28,2.43,6.16,487.8,,0
3962,MQ-0014,Norte,TL-90,noche,39.0,6768.0,1,71.2,,6.79,589.5,,0
3406,MQ-0074,Sur,TL-120,noche,63.0,8993.0,0,63.9,,7.16,565.2,,0
2059,MQ-0134,Este,tl90,noche,16.0,2941.0,2,59.09,,6.15,495.0,,0
1763,MQ-0120,Norte,XR-200,tarde,88.0,15475.0,1,64.31,2.158,5.59,736.9,,0
1495,MQ-0133,Norte,XR 200,mañana,34.0,8628.0,2,72.13,2.483,5.4,646.0,2967.38,1
832,MQ-0003,Norte,XR-350,mañana,40.0,5036.0,3,64.5,1.338,5.41,451.8,,0
2081,MQ-0149,Norte, XR-200 ,mañana,-3.0,50.0,0,68.72,1.985,6.6,403.4,,0
1175,MQ-0058,Este,TL-90,mañana,49.0,10406.0,0,87.31,1.636,5.6,735.0,,0
414,MQ-0040,Sur,XR-200,noche,37.0,3812.0,0,61.94,1.312,5.08,461.3,,0
2629,MQ-0086,Norte,XR-200,noche,87.0,15596.0,8,83.18,2.793,6.57,780.1,,0
3455,MQ-0056,Sur,XR-350,noche,100.0,13949.0,6,77.75,2.017,6.52,792.6,,0
1818,MQ-0131,Oeste,XR-200,tarde,27.0,3598.0,4,61.53,3.42,5.73,473.6,,0
166,MQ-0062,Sur,XR-200,mañana,13.0,3107.0,1,66.98,3.388,5.97,418.2,,0
3880,MQ-0118,Sur,XR-350,mañana,30.0,3888.0,1,68.25,1.269,5.92,447.1,,0
4187,MQ-0078,Norte,TL-120,mañana,82.0,8458.0,7,83.45,1.01,7.02,,6240.92,1
615,MQ-0144,Oeste,TL-90,mañana,26.0,4573.0,1,63.14,0.77,6.48,,,0
3094,MQ-0017,Sur,XR-350,noche,20.0,5043.0,0,65.04,,5.34,416.7,,0
3451,MQ-0086,Sur,xr200,noche,36.0,9943.0,2,82.79,4.515,5.74,686.7,,0
1015,MQ-0087,Norte,tl90,mañana,22.0,2962.0,1,86.73,2.196,6.52,584.9,,0
2138,MQ-0168,Norte,XR 350,mañana,74.0,12690.0,5,66.57,1.051,5.66,728.7,,0
4147,MQ-0015,Oeste,XR-200,tarde,50.0,4565.0,2,65.98,1.142,5.83,561.3,,0
4026,MQ-0171,Sur,TL-120,mañana,48.0,12248.0,2,,2.373,5.75,576.5,,0
2650,MQ-0151,Norte,XR 350,mañana,61.0,7364.0,2,82.52,2.744,7.27,608.3,,0
1238,MQ-0085,Oeste,XR-350,tarde,16.0,1082.0,1,66.87,5.036,6.02,320.9,,0
3405,MQ-0093,Norte,TL-90,tarde,52.0,6648.0,0,86.76,2.623,6.23,668.2,,0
2182,MQ-0115,Oeste,TL-90,noche,98.0,18319.0,3,65.49,2.331,5.69,723.0,,0
3419,MQ-0141,Este,XR-200,tarde,25.0,6367.0,2,68.75,1.089,5.67,565.5,,0
556,MQ-0139,Sur,TL-90,mañana,58.0,8124.0,8,999.0,1.521,6.16,616.3,,0
3080,MQ-0094,Norte,XR-350,mañana,59.0,9558.0,2,84.63,1.989,7.18,768.6,,0
3878,MQ-0082,Norte,XR-350,noche,7.0,1394.0,0,60.94,1.413,6.74,,,0
2369,MQ-0003,Oeste,XR-350,tarde,52.0,8116.0,0,78.12,2.312,5.66,637.1,,0
2304,MQ-0004,Norte,XR-200,mañana,60.0,11612.0,5,68.69,5.407,6.12,684.8,,0
1212,MQ-0016,Sur,XR-350,mañana,83.0,15351.0,2,65.64,2.536,6.17,755.1,,0
4089,MQ-0029,Norte,XR-350,mañana,21.0,1360.0,1,86.68,2.687,7.19,657.3,,0
635,MQ-0095,Este,XR-350,tarde,83.0,10846.0,3,65.64,2.829,5.8,562.4,,0
2601,MQ-0175,Este,TL-90,noche,30.0,2216.0,2,60.79,,5.99,412.0,,0
